1.07461e-16 7.20081e+13 0 0 3.79724e+06 0 0 0
1.24094e-16 7.69398e+13 0 0 4.38498e+06 0 0 0
1.43301e-16 8.22464e+13 0 0 5.06368e+06 0 0 0
1.65482e-16 8.79932e+13 0 0 5.84746e+06 0 0 0
1.91095e-16 9.42602e+13 0 0 6.75251e+06 0 0 0
2.20673e-16 1.01147e+14 0 0 7.79767e+06 0 0 0
2.5483e-16 1.08771e+14 0 0 9.00463e+06 0 0 0
2.94273e-16 1.17268e+14 0 0 1.03984e+07 0 0 0
3.39821e-16 1.26784e+14 0 0 1.20078e+07 0 0 0
3.92419e-16 1.37477e+14 0 0 1.38664e+07 0 0 0
4.53158e-16 1.49514e+14 0 0 1.60126e+07 0 0 0
5.23299e-16 1.63079e+14 0 0 1.84911e+07 0 0 0
6.04296e-16 1.78382e+14 0 0 2.13531e+07 0 0 0
6.97831e-16 1.95674e+14 0 0 2.46581e+07 0 0 0
8.05842e-16 2.15265e+14 0 0 2.84746e+07 0 0 0
9.30572e-16 2.37534e+14 0 0 3.28819e+07 0 0 0
1.07461e-15 2.62949e+14 0 0 3.79713e+07 0 0 0
1.24094e-15 2.92079e+14 0 0 4.38483e+07 0 0 0
1.43301e-15 3.25616e+14 0 0 5.06348e+07 0 0 0
1.65482e-15 3.64402e+14 0 0 5.8472e+07 0 0 0
1.91095e-15 4.09447e+14 0 0 6.75217e+07 0 0 0
2.20673e-15 4.61982e+14 0 0 7.79721e+07 0 0 0
2.5483e-15 5.23495e+14 0 0 9.00402e+07 0 0 0
2.94273e-15 5.95784e+14 0 0 1.03976e+08 0 0 0
3.39821e-15 6.81044e+14 0 0 1.20067e+08 0 0 0
3.92419e-15 7.81948e+14 0 0 1.3865e+08 0 0 0
4.53158e-15 9.01765e+14 0 0 1.60107e+08 0 0 0
5.23299e-15 1.04449e+15 0 0 1.84885e+08 0 0 0
6.04296e-15 1.21503e+15 0 0 2.13497e+08 0 0 0
6.97831e-15 1.41938e+15 0 0 2.46536e+08 0 0 0
8.05842e-15 1.66487e+15 0 0 2.84686e+08 0 0 0
9.30572e-15 1.96051e+15 0 0 3.28738e+08 0 0 0
1.07461e-14 2.31735e+15 0 0 3.79605e+08 0 0 0
1.24094e-14 2.74894e+15 0 0 4.3834e+08 0 0 0
1.43301e-14 3.27195e+15 0 0 5.06157e+08 0 0 0
1.65482e-14 3.90694e+15 0 0 5.84464e+08 0 0 0
1.91095e-14 4.6791e+15 0 0 6.74876e+08 0 0 0
2.20673e-14 5.61956e+15 0 0 7.79266e+08 0 0 0
2.5483e-14 6.76666e+15 0 0 8.99795e+08 0 0 0
2.94273e-14 8.16755e+15 0 0 1.03895e+09 0 0 0
3.39821e-14 9.88051e+15 0 0 1.1996e+09 0 0 0
3.92419e-14 1.19774e+16 0 0 1.38506e+09 0 0 0
4.53158e-14 1.45469e+16 0 0 1.59915e+09 0 0 0
5.23299e-14 1.76988e+16 0 0 1.84629e+09 0 0 0
6.04296e-14 2.15683e+16 0 0 2.13156e+09 0 0 0
6.97831e-14 2.63228e+16 0 0 2.46081e+09 0 0 0
8.05842e-14 3.21686e+16 0 0 2.84079e+09 0 0 0
9.30572e-14 3.93521e+16 0 0 3.2793e+09 0 0 0
1.07461e-13 4.81378e+16 0 0 3.78528e+09 0 0 0
1.24094e-13 5.87638e+16 0 0 4.36903e+09 0 0 0
1.43301e-13 7.1386e+16 0 0 5.04241e+09 0 0 0
1.65482e-13 8.60036e+16 0 0 5.81911e+09 0 0 0
1.91095e-13 1.02439e+17 0 0 6.71472e+09 0 0 0
2.20673e-13 1.20423e+17 0 0 7.7473e+09 0 0 0
2.5483e-13 1.39647e+17 0 0 8.93749e+09 0 0 0
2.94273e-13 1.59715e+17 0 0 1.03089e+10 0 0 0
3.39821e-13 1.80062e+17 0 0 1.18886e+10 0 0 0
3.92419e-13 1.99888e+17 0 0 1.37074e+10 0 0 0
4.53158e-13 2.18128e+17 0 0 1.58008e+10 0 0 0
5.23299e-13 2.33488e+17 0 0 1.82089e+10 0 0 0
6.04296e-13 2.44669e+17 0 0 2.09772e+10 0 0 0
6.97831e-13 2.509e+17 0 0 2.41574e+10 0 0 0
8.05842e-13 2.52385e+17 0 0 2.78078e+10 0 0 0
9.30572e-13 2.5e+17 0 0 3.19941e+10 0 0 0
1.07461e-12 2.44401e+17 0 0 3.67896e+10 0 0 0
1.24094e-12 2.35334e+17 0 0 4.22758e+10 0 0 0
1.43301e-12 2.21888e+17 0 0 4.85428e+10 0 0 0
1.65482e-12 2.03561e+17 0 0 5.56901e+10 0 0 0
1.91095e-12 1.81051e+17 0 0 6.3824e+10 0 0 0
2.20673e-12 1.56085e+17 0 0 7.30597e+10 0 0 0
2.5483e-12 1.3072e+17 0 0 8.35179e+10 0 0 0
2.94273e-12 1.06721e+17 0 0 9.53219e+10 0 0 0
3.39821e-12 8.52789e+16 0 0 1.08595e+11 0 0 0
3.92419e-12 6.69853e+16 0 0 1.23455e+11 0 0 0
4.53158e-12 5.19374e+16 0 0 1.40004e+11 0 0 0
5.23299e-12 3.98954e+16 0 0 1.58323e+11 0 0 0
6.04296e-12 3.04476e+16 0 0 1.78452e+11 0 0 0
6.97831e-12 2.31351e+16 0 0 2.00379e+11 0 0 0
8.05842e-12 1.7527e+16 0 0 2.24018e+11 0 0 0
9.30572e-12 1.32518e+16 0 0 2.49186e+11 0 0 0
1.07461e-11 1.00057e+16 0 0 2.75575e+11 0 0 0
1.24094e-11 7.54758e+15 0 0 3.02734e+11 0 0 0
1.43301e-11 5.6895e+15 0 0 3.30042e+11 0 0 0
1.65482e-11 4.28662e+15 0 0 3.56702e+11 0 0 0
1.91095e-11 3.22847e+15 0 0 3.81739e+11 0 0 0
2.20673e-11 2.4308e+15 0 0 4.04031e+11 0 0 0
2.5483e-11 1.82977e+15 0 0 4.22357e+11 0 0 0
2.94273e-11 1.37712e+15 0 0 4.35469e+11 0 0 0
3.39821e-11 1.0363e+15 0 0 4.42195e+11 0 0 0
3.92419e-11 7.79751e+14 0 0 4.41534e+11 0 0 0
4.53158e-11 5.86671e+14 0 0 4.32761e+11 0 0 0
5.23299e-11 4.41382e+14 0 0 4.15523e+11 0 0 0
6.04296e-11 3.32068e+14 0 0 3.89931e+11 0 0 0
6.97831e-11 2.49829e+14 0 0 3.56644e+11 0 0 0
8.05842e-11 1.87965e+14 0 0 3.16935e+11 0 0 0
9.30572e-11 1.41427e+14 0 0 2.72683e+11 0 0 0
1.07461e-10 1.0642e+14 0 0 2.26278e+11 0 0 0
1.24094e-10 8.00866e+13 0 0 1.80382e+11 0 0 0
1.43301e-10 6.02773e+13 0 0 1.37584e+11 0 0 0
1.65482e-10 4.53738e+13 0 0 1.00016e+11 0 0 0
1.91095e-10 3.41613e+13 0 0 1.42408e+12 0 0 0
2.20673e-10 2.57243e+13 0 0 6.00094e+12 0 0 0
2.5483e-10 1.9375e+13 0 0 1.11432e+13 0 0 0
2.94273e-10 1.45964e+13 0 0 1.70207e+13 0 0 0
3.39821e-10 1.09992e+13 0 0 2.37703e+13 0 0 0
3.92419e-10 8.29083e+12 0 0 3.16691e+13 0 0 0
4.53158e-10 6.25132e+12 0 0 4.11912e+13 0 0 0
5.23299e-10 4.71515e+12 0 0 5.29342e+13 0 0 0
6.04296e-10 3.55786e+12 0 0 6.76129e+13 0 0 0
6.97831e-10 2.6858e+12 0 0 8.60777e+13 0 0 0
8.05842e-10 2.0285e+12 0 0 1.05775e+14 0 0 0
9.30572e-10 1.53292e+12 0 0 1.17176e+14 0 0 0
1.07461e-09 1.1591e+12 0 0 1.20489e+14 0 0 0
1.24094e-09 8.77009e+11 0 0 1.11205e+14 0 0 0
1.43301e-09 6.64032e+11 0 0 9.54665e+13 0 0 0
1.65482e-09 5.03134e+11 0 0 7.69512e+13 0 0 0
1.91095e-09 3.81522e+11 0 0 5.90824e+13 0 0 0
2.20673e-09 2.89535e+11 0 0 4.38563e+13 0 0 0
2.5483e-09 2.19909e+11 0 0 3.10441e+13 0 0 0
2.94273e-09 1.67169e+11 0 0 2.18643e+13 0 0 0
3.39821e-09 1.27186e+11 0 0 1.52635e+13 0 0 0
3.92419e-09 9.68499e+10 0 0 1.0493e+13 0 0 0
4.53158e-09 7.38129e+10 0 0 7.01641e+12 0 0 0
5.23299e-09 5.63039e+10 0 0 4.51446e+12 0 0 0
6.04296e-09 4.29859e+10 0 0 2.78684e+12 0 0 0
6.97831e-09 3.28472e+10 0 0 1.65253e+12 0 0 0
8.05842e-09 2.51228e+10 0 0 9.4291e+11 0 0 0
9.30572e-09 1.92327e+10 0 0 5.18766e+11 0 0 0
1.07461e-08 1.47374e+10 0 0 2.79447e+11 0 0 0
1.24094e-08 1.13037e+10 0 0 1.51491e+11 0 0 0
1.43301e-08 8.67859e+09 0 0 8.49261e+10 0 0 0
1.65482e-08 6.6696e+09 0 0 5.05998e+10 0 0 0
1.91095e-08 5.13088e+09 0 0 3.25561e+10 0 0 0
2.20673e-08 3.95113e+09 0 0 2.25125e+10 0 0 0
2.5483e-08 3.04575e+09 0 0 1.646e+10 0 0 0
2.94273e-08 2.35025e+09 0 0 1.24557e+10 0 0 0
3.39821e-08 1.81544e+09 0 0 9.5497e+09 0 0 0
3.92419e-08 1.40375e+09 0 0 7.34324e+09 0 0 0
4.53158e-08 1.08652e+09 0 0 5.65311e+09 0 0 0
5.23299e-08 8.41803e+08 0 0 4.35345e+09 0 0 0
6.04296e-08 6.52833e+08 0 0 3.35309e+09 0 0 0
6.97831e-08 5.06752e+08 0 0 2.58296e+09 0 0 0
8.05842e-08 3.93711e+08 0 0 1.99e+09 0 0 0
9.30572e-08 3.06144e+08 0 0 1.53338e+09 0 0 0
1.07461e-07 2.38243e+08 0 0 1.1817e+09 0 0 0
1.24094e-07 1.85541e+08 0 0 9.10807e+08 0 0 0
1.43301e-07 1.44598e+08 0 0 7.02114e+08 0 0 0
1.65482e-07 1.12758e+08 0 0 5.41305e+08 0 0 0
1.91095e-07 8.79785e+07 0 0 4.17388e+08 0 0 0
2.20673e-07 6.86773e+07 0 0 3.21878e+08 0 0 0
2.5483e-07 5.36319e+07 0 0 2.48254e+08 0 0 0
2.94273e-07 4.18962e+07 0 0 1.91495e+08 0 0 0
3.39821e-07 3.27363e+07 0 0 1.4773e+08 0 0 0
3.92419e-07 2.55829e+07 0 0 1.13981e+08 0 0 0
4.53158e-07 1.9994e+07 0 0 8.79509e+07 0 0 0
5.23299e-07 1.56255e+07 0 0 6.78723e+07 0 0 0
6.04296e-07 1.221e+07 0 0 5.23826e+07 0 0 0
6.97831e-07 9.53896e+06 0 0 4.04312e+07 0 0 0
8.05842e-07 7.44997e+06 0 0 3.12091e+07 0 0 0
9.30572e-07 5.81607e+06 0 0 2.4092e+07 0 0 0
1.07461e-06 4.53825e+06 0 0 1.85988e+07 0 0 0
1.24094e-06 3.53908e+06 0 0 1.43587e+07 0 0 0
1.43301e-06 2.75803e+06 0 0 1.10854e+07 0 0 0
1.65482e-06 2.14768e+06 0 0 8.55822e+06 0 0 0
1.91095e-06 1.67098e+06 0 0 6.60706e+06 0 0 0
2.20673e-06 1.29885e+06 0 0 5.10042e+06 0 0 0
2.5483e-06 1.00853e+06 0 0 3.93697e+06 0 0 0
2.94273e-06 782218 0 0 3.03855e+06 0 0 0
3.39821e-06 605953 0 0 2.34475e+06 0 0 0
3.92419e-06 468799 0 0 1.80896e+06 0 0 0
4.53158e-06 362193 0 0 1.39522e+06 0 0 0
5.23299e-06 279424 0 0 1.07572e+06 0 0 0
6.04296e-06 215245 0 0 829036 0 0 0
6.97831e-06 165546 0 0 638584 0 0 0
8.05842e-06 127116 0 0 491574 0 0 0
9.30572e-06 97444.1 0 0 378119 0 0 0
1.07461e-05 74570.1 0 0 290583 0 0 0
1.24094e-05 56966.4 0 0 223070 0 0 0
1.43301e-05 43442 0 0 171023 0 0 0
1.65482e-05 33069.4 0 0 130916 0 0 0
1.91095e-05 25129.3 0 0 100035 0 1.11626e-06 0
2.20673e-05 19062.2 0 0 76275.3 0 1.13597e-06 0
2.5483e-05 14434.9 0 0 58012.8 0 1.15602e-06 0
2.94273e-05 10912.7 0 0 43993.9 0 1.17643e-06 0
3.39821e-05 8236.49 0 0 33248.6 0 1.19454e-06 0
3.92419e-05 6206.92 0 0 25027.8 0 1.21282e-06 0
4.53158e-05 4670.51 5.35858e-13 5.08559e-11 18752.7 0 1.23137e-06 0
5.23299e-05 3509.43 3.10646e-12 2.76227e-10 13975.9 0 1.25526e-06 0
