0.0001 1.1632209244993628 0.0
0.00012589254117941674 0.746415832976356 0.0
0.00015848931924611142 0.4860165297922376 0.0
0.00019952623149688788 0.31308388709132007 0.0
0.00025118864315095795 0.20038775641209597 0.0
0.00031622776601683794 0.12990414603303746 0.0
0.00039810717055349735 0.08250615144990395 0.0
0.0005011872336272725 0.053162226454010364 1.844471372640728e-12
0.000630957344480193 0.033755755410063336 2.732093540026566e-12
0.0007943282347242813 0.021126200134953678 2.780228608275632e-12
0.001 0.013230040061221495 2.8276441108533385e-12
0.0012589254117941675 0.007941825628872972 2.8737912682911265e-12
0.001584893192461114 0.004727473320612169 2.924929415058022e-12
0.001995262314968879 0.0026868840422948 2.985105955820688e-12
0.002511886431509582 0.001457980844156997 3.0556032863994943e-12
0.0031622776601683794 0.0007810143754167642 3.1366039785450453e-12
0.003981071705534973 0.00039126272940642585 3.230545159887441e-12
0.005011872336272725 0.00019793862565110998 3.336062314792019e-12
0.00630957344480193 9.616778165969035e-05 3.4536821936352438e-12
0.00794328234724282 4.563143913733973e-05 3.5815039389013254e-12
0.01 2.2147188204612153e-05 3.713026734521844e-12
0.012589254117941675 1.0213084084671956e-05 3.843211056027885e-12
0.01584893192461114 4.902438868558221e-06 3.956526540030514e-12
0.01995262314968881 2.286198051128939e-06 4.041899415968783e-12
0.025118864315095822 1.0536793620023635e-06 4.085758437985114e-12
0.03162277660168379 5.01491023195255e-07 4.069427563577458e-12
0.039810717055349734 2.2757163761087953e-07 3.985898489692741e-12
0.05011872336272725 1.0815855472939925e-07 3.829643031619014e-12
0.06309573444801936 5.00970333724862e-08 3.599304554434554e-12
0.07943282347242822 2.304003655309172e-08 3.2914686697837728e-12
0.1 1.1002262822402945e-08 2.923525753557636e-12
0.12589254117941676 5.04490687257291e-09 2.534333852300265e-12
0.15848931924611143 2.4393716264439096e-09 2.1783171434307403e-12
0.19952623149688808 1.1603779906739094e-09 1.859100945050758e-12
0.25118864315095824 5.535909418572225e-10 1.5774060207447745e-12
0.31622776601683794 2.7601469427946307e-10 1.3364014196213046e-12
0.3981071705534973 1.3387487115207555e-10 1.1245449410005872e-12
0.5011872336272725 6.85329893335992e-11 9.46035152057923e-13
0.6309573444801936 3.4771591648942126e-11 7.920857570872918e-13
0.7943282347242822 1.7726478478414175e-11 6.60426998202498e-13
1.0 9.379248356548104e-12 5.505419454812296e-13
1.2589254117941688 4.824910267452078e-12 4.558258734292759e-13
