11.2946 1.76468e-19 1.74158e-19 1.74158e-19 5.24784e-19 0.000160146 0.00030015
14.2191 1.73601e-19 1.71749e-19 1.71749e-19 5.17098e-19 8.22695e-05 0.000154147
17.9008 1.69676e-19 1.68285e-19 1.68285e-19 5.06246e-19 4.16567e-05 7.87627e-05
22.5357 1.645e-19 1.63535e-19 1.63535e-19 4.9157e-19 2.08157e-05 4.00823e-05
28.3708 1.57985e-19 1.57399e-19 1.57399e-19 4.72783e-19 1.02771e-05 2.03329e-05
35.7167 1.50137e-19 1.49865e-19 1.49865e-19 4.49866e-19 5.01877e-06 1.02883e-05
44.9647 1.4106e-19 1.41017e-19 1.41017e-19 4.23095e-19 2.42678e-06 5.19512e-06
56.6072 1.30957e-19 1.31045e-19 1.31045e-19 3.93047e-19 1.16303e-06 2.61874e-06
71.2643 1.20124e-19 1.20251e-19 1.20251e-19 3.60625e-19 5.52947e-07 1.318e-06
89.7164 1.08908e-19 1.08985e-19 1.08985e-19 3.26878e-19 2.61022e-07 6.62361e-07
112.946 9.77204e-20 9.76891e-20 9.76891e-20 2.93099e-19 1.2244e-07 3.3236e-07
142.191 8.69799e-20 8.68307e-20 8.68307e-20 2.60641e-19 5.71138e-08 1.66495e-07
179.008 7.70257e-20 7.67728e-20 7.67728e-20 2.30571e-19 2.65114e-08 8.32502e-08
225.357 6.80793e-20 6.77408e-20 6.77408e-20 2.03561e-19 1.22538e-08 4.15378e-08
283.708 6.02435e-20 5.98369e-20 5.98369e-20 1.79917e-19 5.64302e-09 2.06747e-08
357.167 5.35255e-20 5.30655e-20 5.30655e-20 1.59656e-19 2.59049e-09 1.02617e-08
449.647 4.78721e-20 4.73728e-20 4.73728e-20 1.42618e-19 1.18602e-09 5.07722e-09
566.072 4.31867e-20 4.26556e-20 4.26556e-20 1.28498e-19 5.41781e-10 2.50313e-09
712.643 3.93622e-20 3.88085e-20 3.88085e-20 1.16979e-19 2.47029e-10 1.22921e-09
897.164 3.62853e-20 3.57191e-20 3.57191e-20 1.07723e-19 1.12463e-10 6.01007e-10
1129.46 3.38436e-20 3.32745e-20 3.32745e-20 1.00393e-19 5.11369e-11 2.92472e-10
1421.91 3.19254e-20 3.13595e-20 3.13595e-20 9.46444e-20 2.3229e-11 1.41607e-10
1790.08 3.04252e-20 2.98649e-20 2.98649e-20 9.01551e-20 1.05435e-11 6.81924e-11
2253.57 2.92526e-20 2.87001e-20 2.87001e-20 8.66529e-20 4.78268e-12 3.2652e-11
2837.08 2.83322e-20 2.77904e-20 2.77904e-20 8.3913e-20 2.16842e-12 1.55415e-11
3571.67 2.76028e-20 2.70756e-20 2.70756e-20 8.1754e-20 9.82738e-13 7.35175e-12
4496.47 2.70134e-20 2.65054e-20 2.65054e-20 8.00241e-20 4.45222e-13 3.45561e-12
5660.72 2.65206e-20 2.60372e-20 2.60372e-20 7.8595e-20 2.01635e-13 1.61377e-12
7126.43 2.60873e-20 2.56363e-20 2.56363e-20 7.736e-20 9.12845e-14 7.48692e-13
8971.64 2.56789e-20 2.52699e-20 2.52699e-20 7.62188e-20 4.13092e-14 3.45063e-13
11294.6 2.52599e-20 2.4903e-20 2.4903e-20 7.5066e-20 1.86844e-14 1.57992e-13
14219.1 2.47938e-20 2.44997e-20 2.44997e-20 7.37932e-20 8.44586e-15 7.18692e-14
17900.8 2.42424e-20 2.40213e-20 2.40213e-20 7.22849e-20 3.81486e-15 3.24841e-14
22535.7 2.35638e-20 2.3422e-20 2.3422e-20 7.04078e-20 1.72151e-15 1.45911e-14
28370.8 2.27138e-20 2.26477e-20 2.26477e-20 6.80091e-20 7.75982e-16 6.51449e-15
35716.7 2.16539e-20 2.16477e-20 2.16477e-20 6.49493e-20 3.49307e-16 2.8917e-15
44964.7 2.03736e-20 2.04074e-20 2.04074e-20 6.11885e-20 1.5699e-16 1.27651e-15
56607.2 1.89004e-20 1.89621e-20 1.89621e-20 5.68246e-20 7.04253e-17 5.60558e-16
71264.3 1.72876e-20 1.73749e-20 1.73749e-20 5.20374e-20 3.15249e-17 2.44953e-16
89716.4 1.55853e-20 1.56948e-20 1.56948e-20 4.69749e-20 1.40771e-17 1.06551e-16
112946 1.38339e-20 1.39563e-20 1.39563e-20 4.17464e-20 6.2685e-18 4.61514e-17
142191 1.20647e-20 1.21847e-20 1.21847e-20 3.64341e-20 2.78266e-18 1.99121e-17
179008 1.03182e-20 1.04224e-20 1.04224e-20 3.1163e-20 1.23097e-18 8.5603e-18
225357 8.64604e-21 8.7296e-21 8.7296e-21 2.61053e-20 5.42454e-19 3.66804e-18
283708 7.09684e-21 7.15991e-21 7.15991e-21 2.14167e-20 2.38035e-19 1.56699e-18
357167 5.70881e-21 5.75426e-21 5.75426e-21 1.72173e-20 1.03971e-19 6.6754e-19
449647 4.5028e-21 4.53456e-21 4.53456e-21 1.35719e-20 4.51852e-20 2.83621e-19
566072 3.48237e-21 3.50359e-21 3.50359e-21 1.04896e-20 1.95307e-20 1.20195e-19
712643 2.63816e-21 2.65046e-21 2.65046e-21 7.93907e-21 8.39254e-21 5.08066e-20
897164 1.95476e-21 1.95941e-21 1.95941e-21 5.87358e-21 3.58376e-21 2.14187e-20
1.12946e+06 1.41428e-21 1.4128e-21 1.4128e-21 4.23988e-21 1.52008e-21 9.00342e-21
