1.07461e-07 27.0667 27.0667 27.0667 72.6285 3.25966e+14 0 0 0 0 0 0 0
1.24094e-07 34.8534 34.8534 34.8534 81.9333 2.89309e+14 0 0 0 0 0 0 0
1.43301e-07 43.9731 43.9731 43.9731 92.182 2.56076e+14 0 0 0 0 0 0 0
1.65482e-07 54.4707 54.4707 54.4707 103.403 2.25971e+14 0 0 0 0 0 0 0
1.91095e-07 66.3627 66.3627 66.3627 115.607 1.98731e+14 0 0 0 0 0 0 0
2.20673e-07 79.6324 79.6324 79.6324 128.777 1.74116e+14 0 0 0 0 0 0 0
2.5483e-07 94.2234 94.2234 94.2234 142.866 1.51911e+14 0 0 0 0 0 0 0
2.94273e-07 110.034 110.034 110.034 157.785 1.31924e+14 0 0 0 0 0 0 0
3.39821e-07 126.908 126.908 126.908 173.4 1.13979e+14 0 0 0 0 0 0 0
3.92419e-07 144.636 144.636 144.636 189.524 9.79198e+13 0 0 0 0 0 0 0
4.53158e-07 162.946 162.946 162.946 205.919 8.36038e+13 0 0 0 0 0 0 0
5.23299e-07 181.508 181.508 181.508 222.293 7.09019e+13 0 0 0 0 0 0 0
6.04296e-07 199.948 199.948 199.948 238.313 5.96956e+13 0 0 0 0 0 0 0
6.97831e-07 217.861 217.861 217.861 253.625 4.98753e+13 0 0 0 0 0 0 0
8.05842e-07 234.843 234.843 234.843 267.881 4.13377e+13 0 0 0 0 0 0 0
9.30572e-07 250.537 250.537 250.537 280.786 3.39839e+13 0 0 0 0 0 0 0
1.07461e-06 264.689 264.689 264.689 292.148 2.77175e+13 0 0 0 0 0 0 0
1.24094e-06 277.212 277.212 277.212 301.948 2.24425e+13 0 0 0 0 0 0 0
1.43301e-06 288.253 288.253 288.253 310.399 1.80621e+13 0 0 0 0 0 0 0
1.65482e-06 298.258 298.258 298.258 318.002 1.44781e+13 0 0 0 0 0 0 0
1.91095e-06 307.993 307.993 307.993 325.572 1.15905e+13 0 0 0 0 0 0 0
2.20673e-06 318.534 318.534 318.534 334.218 9.2989e+12 0 0 0 0 0 0 0
2.5483e-06 331.183 331.183 331.183 345.259 7.50444e+12 0 0 0 0 0 0 0
2.94273e-06 347.326 347.326 347.326 360.074 6.11245e+12 0 0 0 0 0 0 0
3.39821e-06 368.233 368.233 368.233 379.908 5.03583e+12 0 0 0 0 0 0 0
3.92419e-06 394.858 394.858 394.858 405.676 4.19821e+12 0 0 0 0 0 0 0
4.53158e-06 427.697 427.697 427.697 437.826 3.53631e+12 0 0 0 0 0 0 0
5.23299e-06 466.762 466.762 466.762 476.32 3.00103e+12 0 0 0 0 0 0 0
6.04296e-06 511.696 511.696 511.696 520.757 2.55686e+12 0 0 0 0 0 0 0
